state,date,cases,deaths,total_distributed,distributed_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,daily_vaccinations_per_million
Utah,2022-01-04,4661,7,5393420.0,168.23,58.98,142.06,2804.0
Utah,2022-01-05,7247,44,5418250.0,169.01,59.01,142.28,2529.0
Utah,2022-01-06,8913,13,5509820.0,171.86,59.03,142.37,1879.0
Utah,2022-01-07,9469,19,5509820.0,171.86,59.28,143.51,3219.0
Utah,2022-01-08,0,0,5561750.0,173.48,59.28,143.51,2939.0
Utah,2022-01-09,0,0,5561950.0,173.49,59.28,143.52,2662.0
Utah,2022-01-10,24147,20,5561950.0,173.49,59.28,143.52,2377.0
Utah,2022-01-11,9813,15,5574450.0,173.88,59.38,143.99,2762.0
Utah,2022-01-12,10220,14,5594850.0,174.51,59.38,143.99,2453.0
Utah,2022-01-13,12990,7,5603750.0,174.79,59.48,144.37,2863.0
Utah,2022-01-14,11128,8,5634810.0,175.76,59.65,145.2,2420.0
Utah,2022-01-15,0,0,5669580.0,176.85,59.74,145.7,3129.0
Utah,2022-01-16,0,0,5673346.666666667,176.96666666666667,59.77666666666667,145.88,3375.0
Utah,2022-01-17,0,0,5677113.333333333,177.08333333333331,59.81333333333333,146.06,3630.0
Utah,2022-01-18,39882,28,5680880.0,177.2,59.85,146.24,3213.0
Utah,2022-01-19,12564,18,5693980.0,177.61,60.16,146.58,3691.0
Utah,2022-01-20,11608,22,5699880.0,177.79,60.16,146.58,3152.0
Utah,2022-01-21,11601,11,5715680.0,178.28,60.16,146.58,1970.0
Utah,2022-01-22,0,0,5752350.0,179.43,60.16,146.58,1259.0
Utah,2022-01-23,0,0,5752350.0,179.43,60.16,146.59,1006.0
Utah,2022-01-24,21970,33,5752350.0,179.43,60.16,146.59,751.0
Utah,2022-01-25,6600,10,5760850.0,179.69,60.48,148.33,2989.0
Utah,2022-01-26,7493,18,5774550.0,180.12,60.519999999999996,148.54500000000002,2812.0
Utah,2022-01-27,7033,6,5788250.0,180.55,60.56,148.76,3110.0
Utah,2022-01-28,6166,10,5800250.0,180.92,60.61,149.17,3693.0
Utah,2022-01-29,0,0,5818250.0,181.48,60.65,149.38,3993.0
Utah,2022-01-30,0,0,5818250.0,181.48,60.65,149.38,3992.0
Utah,2022-01-31,10272,11,5818250.0,181.48,60.65,149.38,3991.0
Utah,2022-02-01,2845,20,5825050.0,181.69,60.7,149.7,1947.0
Utah,2022-02-02,3609,12,5836650.0,182.06,60.71,149.7,1647.0
Utah,2022-02-03,3482,10,5840950.0,182.19,60.92,150.87,3018.0
Utah,2022-02-04,2808,13,5846850.0,182.37,60.94,150.99,2600.0
Utah,2022-02-05,0,0,5850550.0,182.49,61.12,151.82,3489.0
Utah,2022-02-06,0,0,5850550.0,182.49,61.12,151.82,3489.0
Utah,2022-02-07,5504,18,5850550.0,182.49,61.13,151.82,3489.0
Utah,2022-02-08,1341,32,5857550.0,182.71,61.25,152.3,3723.0
Utah,2022-02-09,2062,14,5866150.0,182.98,62.42,154.58,6972.0
Utah,2022-02-10,1935,13,5872650.0,183.18,62.52,155.04,5961.0
Utah,2022-02-11,1791,11,5886550.0,183.61,62.52,155.05,5797.0
Utah,2022-02-12,0,0,5898450.0,183.98,62.61,155.43,5154.0
Utah,2022-02-13,0,0,5898450.0,183.98,62.61,155.43,5154.0
Utah,2022-02-14,3128,39,5898450.0,183.98,62.61,155.43,5154.0
Utah,2022-02-15,771,26,5902850.0,184.12,63.01,156.85,6501.0
Utah,2022-02-16,1392,10,5906950.0,184.25,63.01,156.85,3251.0
Utah,2022-02-17,1032,8,5939350.0,185.26,63.05,157.23,3119.0
Utah,2022-02-18,999,15,5948350.0,185.54,63.05,157.23,3119.0
Utah,2022-02-19,0,0,5957750.0,185.83,63.09,157.37,2769.0
Utah,2022-02-20,0,0,5957816.666666667,185.83333333333334,63.093333333333334,157.37,2768.0
Utah,2022-02-21,0,0,5957883.333333333,185.83666666666667,63.09666666666667,157.37,2768.0
Utah,2022-02-22,2068,13,5957950.0,185.84,63.1,157.37,739.0
Utah,2022-02-23,614,20,5962550.0,185.98,63.1,157.37,736.0
Utah,2022-02-24,627,5,5969050.0,186.19,63.25,157.9,957.0
Utah,2022-02-25,425,11,5980050.0,186.53,63.26,157.9,957.0
Utah,2022-02-26,0,0,5992350.0,186.91,63.26,157.9,758.0
Utah,2022-02-27,0,0,5992650.0,186.92000000000002,63.26,157.9,759.0
Utah,2022-02-28,896,3,5992950.0,186.93,63.26,157.9,759.0
Utah,2022-03-01,278,6,5995950.0,187.03,63.26,157.9,759.0
Utah,2022-03-02,461,19,5999750.0,187.14,63.33,158.15,1115.0
Utah,2022-03-03,396,6,6001950.0,187.21,63.33,158.15,362.0
Utah,2022-03-04,261,11,6011350.0,187.51,63.33,158.15,363.0
Utah,2022-03-05,0,0,6018350.0,187.72,63.33,158.15,363.0
Utah,2022-03-06,0,0,6018350.0,187.72,63.33,158.15,365.0
Utah,2022-03-07,543,8,6018350.0,187.72,63.33,158.15,364.0
Virginia,2021-01-12,4561,84,797150.0,9.34,0.33,2.23,3190.0
Virginia,2021-01-13,4598,75,845900.0,9.91,0.33,2.55,3190.0
Virginia,2021-01-14,5294,74,852725.0,9.99,0.33,2.55,1595.0
Virginia,2021-01-15,4795,30,852725.0,9.99,0.33,2.86,2094.0
Virginia,2021-01-16,6757,50,852725.0,9.99,0.35,3.1025,2176.0
Virginia,2021-01-17,9914,23,852725.0,9.99,0.37,3.3449999999999998,2225.0
Virginia,2021-01-18,7245,10,852725.0,9.99,0.39,3.5875,2258.0
Virginia,2021-01-19,4526,59,852725.0,9.99,0.41,3.83,2281.0
Virginia,2021-01-20,4515,63,962900.0,11.28,0.44,4.02,2101.0
Virginia,2021-01-21,4013,79,992375.0,11.63,0.47,4.24,2414.0
Virginia,2021-01-22,4147,62,1067775.0,12.51,0.54,4.7,2631.0
Virginia,2021-01-23,4904,77,1069725.0,12.53,0.57,5.03,2751.0
Virginia,2021-01-24,3792,-1,1069725.0,12.53,0.6,5.29,2780.0
Virginia,2021-01-25,6172,3,1069725.0,12.53,0.7,5.66,2958.0
Virginia,2021-01-26,4707,93,1172375.0,13.74,0.85,6.97,4484.0
Virginia,2021-01-27,5227,54,1179550.0,13.82,0.93,7.37,4781.0
Virginia,2021-01-28,5121,80,1171750.0,13.73,1.05,7.83,5127.0
Virginia,2021-01-29,4238,71,1186375.0,13.9,1.17,8.49,5411.0
Virginia,2021-01-30,4309,70,1232350.0,14.44,1.3,9.21,5969.0
Virginia,2021-01-31,2558,15,1232350.0,14.44,1.39,9.76,6386.0
Virginia,2021-02-01,2861,10,1232350.0,14.44,1.48,10.2,6491.0
Virginia,2021-02-02,2740,43,1306800.0,15.31,1.55,10.56,5128.0
Virginia,2021-02-03,2959,58,1370975.0,16.06,1.62,10.81,4919.0
Virginia,2021-02-04,3059,75,1381375.0,16.18,1.72,11.12,4697.0
Virginia,2021-02-05,5069,82,1387775.0,16.26,1.87,11.64,4504.0
Virginia,2021-02-06,4709,41,1387775.0,16.26,2.12,12.33,4463.0
Virginia,2021-02-07,2949,5,1387775.0,16.26,2.32,12.93,4521.0
Virginia,2021-02-08,1700,42,1387775.0,16.26,2.45,13.3,4432.0
Virginia,2021-02-09,3291,78,1544150.0,18.09,2.58,13.61,4358.0
Virginia,2021-02-10,3203,34,1559275.0,18.27,2.71,13.91,4425.0
Virginia,2021-02-11,3699,26,1589875.0,18.63,2.9,14.33,4588.0
Virginia,2021-02-12,3191,8,1590575.0,18.63,3.2,14.94,4703.0
Virginia,2021-02-13,3215,30,1596425.0,18.7,3.59,15.59,4648.0
Virginia,2021-02-14,2575,16,1596425.0,18.7,3.75,15.88,4215.0
Virginia,2021-02-15,1539,4,1622462.5,19.005,3.95,16.325,4314.0
Virginia,2021-02-16,1770,21,1648500.0,19.31,4.15,16.77,4517.0
Virginia,2021-02-17,2284,38,1714800.0,20.09,4.32,17.11,4565.0
Virginia,2021-02-18,2304,15,1714800.0,20.09,4.64,17.62,4696.0
Virginia,2021-02-19,2034,8,1942700.0,22.76,5.39,19.28,6203.0
Virginia,2021-02-20,1882,99,1948550.0,22.83,5.59,19.58,5706.0
Virginia,2021-02-21,2303,134,1949525.0,22.84,5.87,19.98,5859.0
Virginia,2021-02-22,1155,155,1949525.0,22.84,6.15,20.33,5725.0
Virginia,2021-02-23,1769,172,2283165.0,26.75,6.34,20.69,5597.0
Virginia,2021-02-24,1907,149,2360275.0,27.65,6.59,21.13,5747.0
Virginia,2021-02-25,2036,156,2368825.0,27.75,6.92,21.66,5774.0
Virginia,2021-02-26,1657,234,2428885.0,28.46,7.46,22.53,4641.0
Virginia,2021-02-27,1675,185,2536495.0,29.72,7.83,23.46,5549.0
Virginia,2021-02-28,1736,170,2536495.0,29.72,8.45,24.44,6375.0
Virginia,2021-03-01,1124,231,2536495.0,29.72,8.68,25.04,6719.0
Virginia,2021-03-02,1385,160,2735305.0,32.05,8.82,25.44,6787.0
Virginia,2021-03-03,1549,383,2762975.0,32.37,9.06,26.02,6982.0
Virginia,2021-03-04,1300,31,2784575.0,32.62,9.36,26.76,7292.0
Virginia,2021-03-05,1652,71,2825165.0,33.1,9.65,27.44,7024.0
Virginia,2021-03-06,1477,91,2881325.0,33.76,9.89,28.03,6526.0
Virginia,2021-03-07,1163,77,2881325.0,33.76,10.12,28.66,6021.0
Virginia,2021-03-08,892,87,2881325.0,33.76,10.42,29.13,5850.0
Virginia,2021-03-09,1537,107,3091425.0,36.22,10.75,29.92,6398.0
Virginia,2021-03-10,1246,59,3141805.0,36.81,11.13,30.66,6630.0
Virginia,2021-03-11,1250,53,3190155.0,37.38,11.55,31.46,6711.0
Virginia,2021-03-12,1589,59,3221575.0,37.74,11.91,32.26,6887.0
Virginia,2021-03-13,1348,24,3291575.0,38.56,12.27,33.13,7282.0
Virginia,2021-03-14,1173,34,3291575.0,38.56,12.5,33.89,7471.0
Virginia,2021-03-15,1130,41,3291575.0,38.56,12.75,34.58,7791.0
Virginia,2021-03-16,1276,44,3597985.0,42.15,12.93,35.0,7257.0
Virginia,2021-03-17,1327,50,3643465.0,42.69,13.08,35.47,6876.0
Virginia,2021-03-18,2082,28,3685785.0,43.18,13.31,36.22,6803.0
Virginia,2021-03-19,1632,-90,3748925.0,43.92,13.59,37.08,6885.0
Virginia,2021-03-20,1563,12,3820055.0,44.75,13.81,38.0,6961.0
Virginia,2021-03-21,1159,13,3820055.0,44.75,14.08,38.77,6977.0
Virginia,2021-03-22,1063,10,3820055.0,44.75,14.34,39.37,6835.0
Virginia,2021-03-23,1267,10,4121315.0,48.28,14.45,39.71,6736.0
Virginia,2021-03-24,1470,6,4245195.0,49.74,14.75,40.65,7400.0
Virginia,2021-03-25,1559,4,4298625.0,50.36,14.97,41.35,7323.0
Virginia,2021-03-26,1799,7,4387855.0,51.41,15.32,42.35,7529.0
Virginia,2021-03-27,1912,24,4489825.0,52.6,15.51,42.98,7108.0
Virginia,2021-03-28,1392,20,4489825.0,52.6,15.93,44.27,7853.0
Virginia,2021-03-29,1143,21,4489825.0,52.6,16.25,45.3,8480.0
Virginia,2021-03-30,1432,23,4829535.0,56.58,16.74,46.6,9843.0
Virginia,2021-03-31,1035,10,4907455.0,57.49,17.07,47.53,9828.0
Virginia,2021-04-01,1825,16,4989325.0,58.45,17.46,48.51,10233.0
Virginia,2021-04-02,1538,11,5071805.0,59.42,17.97,49.82,10671.0
Virginia,2021-04-03,1542,8,5206295.0,61.0,18.59,51.26,11829.0
Virginia,2021-04-04,1267,42,5206295.0,61.0,19.23,52.55,11840.0
Virginia,2021-04-05,1023,31,5206395.0,61.0,19.53,53.17,11235.0
Virginia,2021-04-06,1434,41,5606305.0,65.68,19.85,53.79,10269.0
Virginia,2021-04-07,1550,14,5699445.0,66.77,20.27,54.67,10198.0
Virginia,2021-04-08,1928,21,5765055.0,67.54,20.73,55.58,10101.0
Virginia,2021-04-09,1542,15,5850555.0,68.54,21.28,56.81,9983.0
Virginia,2021-04-10,1700,7,5965125.0,69.89,21.96,58.11,9793.0
Virginia,2021-04-11,1227,14,5965125.0,69.89,22.65,59.42,9806.0
Virginia,2021-04-12,1310,14,5965125.0,69.89,22.97,60.04,9819.0
Virginia,2021-04-13,2048,20,6375745.0,74.7,23.41,60.73,9918.0
Virginia,2021-04-14,1301,4,6431875.0,75.35,23.95,61.72,10075.0
Virginia,2021-04-15,1415,19,6490115.0,76.04,24.45,62.62,10057.0
Virginia,2021-04-16,1594,20,6556955.0,76.82,25.27,64.23,10595.0
Virginia,2021-04-17,1608,15,6777945.0,79.41,26.0,65.53,10595.0
Virginia,2021-04-18,1305,17,6777945.0,79.41,26.56,66.47,10074.0
Virginia,2021-04-19,978,14,6777945.0,79.41,26.96,67.25,10299.0
Virginia,2021-04-20,1236,30,7163475.0,83.93,27.29,68.03,10427.0
Virginia,2021-04-21,1261,15,7215325.0,84.53,27.71,68.81,10123.0
Virginia,2021-04-22,1373,13,7285025.0,85.35,28.33,69.92,10426.0
Virginia,2021-04-23,1340,13,7362905.0,86.26,29.1,71.27,10053.0
Virginia,2021-04-24,1005,9,7521285.0,88.12,29.84,72.6,10102.0
Virginia,2021-04-25,884,16,7521285.0,88.12,30.37,73.48,10012.0
Virginia,2021-04-26,719,15,7521285.0,88.12,30.77,74.33,10107.0
Virginia,2021-04-27,1091,16,7892675.0,92.47,31.14,75.01,9963.0
Virginia,2021-04-28,1134,13,7927215.0,92.87,31.52,75.66,9783.0
Virginia,2021-04-29,1187,16,8010395.0,93.85,32.09,76.63,9582.0
Virginia,2021-04-30,1249,19,8073915.0,94.59,32.83,77.84,9386.0
Virginia,2021-05-01,963,7,8229955.0,96.42,33.61,79.1,9278.0
Virginia,2021-05-02,761,14,8229955.0,96.42,34.16,79.98,9286.0
Virginia,2021-05-03,611,16,8229955.0,96.42,34.31,80.23,8427.0
Virginia,2021-05-04,771,16,8451965.0,99.02,34.59,80.71,8143.0
Virginia,2021-05-05,842,21,8472005.0,99.26,35.03,81.39,8189.0
Virginia,2021-05-06,856,17,8536635.0,100.01,35.71,82.52,8419.0
Virginia,2021-05-07,938,13,8573865.0,100.45,36.35,83.49,8080.0
Virginia,2021-05-08,779,11,8689335.0,101.8,36.84,84.19,7274.0
Virginia,2021-05-09,539,10,8689335.0,101.8,37.18,84.74,6804.0
Virginia,2021-05-10,336,7,8689335.0,101.8,37.71,85.57,7639.0
Virginia,2021-05-11,600,17,8951685.0,104.88,38.06,86.09,7684.0
Virginia,2021-05-12,561,15,8989665.0,105.32,38.48,86.65,7514.0
Virginia,2021-05-13,579,27,9021665.0,105.7,38.96,87.3,6822.0
Virginia,2021-05-14,493,30,9107325.0,106.7,39.49,88.03,6488.0
Virginia,2021-05-15,685,17,9189605.0,107.66,40.0,88.83,6629.0
Virginia,2021-05-16,280,10,9189605.0,107.66,40.29,89.29,6501.0
Virginia,2021-05-17,272,11,9189605.0,107.66,40.6,89.86,6118.0
Virginia,2021-05-18,378,13,9257095.0,108.45,40.81,90.19,5867.0
Virginia,2021-05-19,491,6,9269395.0,108.6,41.32,91.07,6321.0
Virginia,2021-05-20,591,20,9330995.0,109.32,41.74,91.78,6402.0
Virginia,2021-05-21,396,6,9438815.0,110.58,42.26,92.81,6823.0
Virginia,2021-05-22,481,23,9517055.0,111.5,42.71,93.58,6793.0
Virginia,2021-05-23,236,9,9517055.0,111.5,43.06,94.17,6968.0
Virginia,2021-05-24,76,10,9517055.0,111.5,43.26,94.55,6710.0
Virginia,2021-05-25,654,21,9593785.0,112.4,43.46,94.94,6776.0
Virginia,2021-05-26,323,6,9600025.0,112.47,43.73,95.46,6271.0
Virginia,2021-05-27,357,9,9650765.0,113.07,44.04,95.99,6016.0
Virginia,2021-05-28,404,4,9660465.0,113.18,44.44,96.69,5539.0
Virginia,2021-05-29,322,4,9792225.0,114.72,44.77,97.28,5286.0
Virginia,2021-05-30,227,13,9792225.0,114.72,44.98,97.66,4980.0
Virginia,2021-05-31,146,13,9792225.0,114.72,45.14,97.91499999999999,4800.0
Virginia,2021-06-01,59,8,9792225.0,114.72,45.3,98.17,4620.0
Virginia,2021-06-02,186,12,9840195.0,115.29,45.46,98.46,4279.0
Virginia,2021-06-03,258,10,9888925.0,115.86,45.48,98.48,3561.0
Virginia,2021-06-04,259,6,9916985.0,116.18,45.74,98.95,3235.0
Virginia,2021-06-05,286,7,10019835.0,117.39,45.97,99.36,2960.0
Virginia,2021-06-06,155,7,10019835.0,117.39,46.5,100.22,3662.0
Virginia,2021-06-07,90,9,10019835.0,117.39,46.52,100.25,3334.0
Virginia,2021-06-08,182,8,10052215.0,117.77,46.91,100.85,3824.0
Virginia,2021-06-09,197,7,10055535.0,117.81,46.92,100.86,3435.0
Virginia,2021-06-10,215,10,10064775.0,117.92,47.25,101.33,4068.0
Virginia,2021-06-11,105,13,10075385.0,118.04,47.59,101.87,4175.0
Virginia,2021-06-12,141,10,10131205.0,118.69,47.87,102.33,4245.0
Virginia,2021-06-13,73,14,10131205.0,118.69,48.21,102.82,3713.0
Virginia,2021-06-14,68,11,10131205.0,118.69,48.36,103.0,3932.0
Virginia,2021-06-15,137,10,10154245.0,118.96,48.82,103.68,4041.0
Virginia,2021-06-16,277,2,10162945.0,119.07,49.27,104.33,4953.0
Virginia,2021-06-17,166,6,10188545.0,119.37,49.3,104.36,4330.0
Virginia,2021-06-18,114,6,10209725.0,119.61,49.82,105.12,4638.0
Virginia,2021-06-19,89,1,10225595.0,119.8,50.04,105.46,4478.0
Virginia,2021-06-20,54,8,10225595.0,119.8,50.22,105.74,4171.0
Virginia,2021-06-21,116,9,10225595.0,119.8,50.34,105.92,4166.0
Virginia,2021-06-22,144,7,10234965.0,119.91,50.46,106.12,3488.0
Virginia,2021-06-23,228,1,10251475.0,120.1,50.63,106.4,2952.0
Virginia,2021-06-24,254,13,10259795.0,120.2,50.83,106.73,3378.0
Virginia,2021-06-25,371,15,10296365.0,120.63,50.85,106.74,2314.0
Virginia,2021-06-26,298,6,10328085.0,121.0,51.03,107.02,2230.0
Virginia,2021-06-27,-232,-6,10328085.0,121.0,51.22,107.32,2260.0
Virginia,2021-06-28,89,6,10328085.0,121.0,51.6,107.84,2745.0
Virginia,2021-06-29,148,10,10355685.0,121.32,51.68,107.97,2641.0
Virginia,2021-06-30,275,3,10358165.0,121.35,51.81,108.14,2495.0
Virginia,2021-07-01,224,4,10366165.0,121.45,51.94,108.36,2335.0
Virginia,2021-07-02,180,4,10373025.0,121.53,52.11,108.65,2726.0
Virginia,2021-07-03,160,0,10385865.0,121.68,52.23,108.86,2621.0
Virginia,2021-07-04,168,4,10386145.0,121.68,52.33,109.05,2474.0
Virginia,2021-07-05,122,4,10386145.0,121.68,52.4,109.17,1907.0
Virginia,2021-07-06,132,3,10386145.0,121.68,52.47,109.29,1892.0
Virginia,2021-07-07,273,2,10386285.0,121.68,52.5,109.35,1726.0
Virginia,2021-07-08,291,5,10458095.0,122.52,52.6,109.52,1658.0
Virginia,2021-07-09,257,7,10477465.0,122.75,52.72,109.73,1550.0
Virginia,2021-07-10,286,2,10503275.0,123.05,52.82,109.9,1492.0
Virginia,2021-07-11,240,0,10505975.0,123.09,52.89,110.03,1397.0
Virginia,2021-07-12,183,0,10505975.0,123.09,53.0,110.23,1510.0
Virginia,2021-07-13,346,9,10514845.0,123.19,53.05,110.33,1490.0
Virginia,2021-07-14,412,8,10525505.0,123.31,53.15,110.51,1654.0
Virginia,2021-07-15,440,4,10533095.0,123.4,53.24,110.68,1657.0
Virginia,2021-07-16,445,6,10546705.0,123.56,53.36,110.91,1676.0
Virginia,2021-07-17,0,0,10566455.0,123.79,53.45,111.08,1682.0
Virginia,2021-07-18,0,0,10566455.0,123.79,53.53,111.25,1736.0
Virginia,2021-07-19,986,6,10575005.0,123.89,53.61,111.39,1662.0
Virginia,2021-07-20,721,4,10596415.0,124.14,53.67,111.43,1572.0
Virginia,2021-07-21,678,4,10610095.0,124.31,53.73,111.6,1551.0
Virginia,2021-07-22,666,2,10624275.0,124.47,53.82,111.78,1566.0
Virginia,2021-07-23,750,7,10689895.0,125.24,53.92,111.97,1519.0
Virginia,2021-07-24,0,0,10723465.0,125.63,54.0,112.15,1535.0
Virginia,2021-07-25,0,0,10723565.0,125.63,54.1,112.39,1629.0
Virginia,2021-07-26,1883,6,10723565.0,125.63,54.16,112.54,1644.0
Virginia,2021-07-27,835,9,10745415.0,125.89,54.21,112.65,1733.0
Virginia,2021-07-28,1087,7,10754595.0,126.0,54.26,112.78,1698.0
Virginia,2021-07-29,1101,3,10782975.0,126.33,54.34,112.98,1719.0
Virginia,2021-07-30,1178,7,10807525.0,126.62,54.42,113.18,1725.0
Virginia,2021-07-31,0,0,10839065.0,126.99,54.51,113.41,1792.0
Virginia,2021-08-01,0,0,10839065.0,126.99,54.66,113.8,2015.0
Virginia,2021-08-02,3555,2,10839065.0,126.99,54.71,113.93,1977.0
Virginia,2021-08-03,1403,2,10844565.0,127.05,54.71,113.93,1832.0
Virginia,2021-08-04,1717,5,10865775.0,127.3,54.77,114.09,1871.0
Virginia,2021-08-05,1760,5,10894115.0,127.63,54.85,114.31,1894.0
Virginia,2021-08-06,1845,12,10935195.0,128.11,54.93,114.52,1913.0
Virginia,2021-08-07,0,0,11001305.0,128.89,55.01,114.72,1881.0
Virginia,2021-08-08,0,0,11001305.0,128.89,55.17,115.15,1932.0
Virginia,2021-08-09,4655,13,11001305.0,128.89,55.17,115.15,1747.0
Virginia,2021-08-10,1759,7,11010735.0,129.0,55.22,115.29,1941.0
Virginia,2021-08-11,2117,3,11028775.0,129.21,55.33,115.55,2084.0
Virginia,2021-08-12,2361,2,11060925.0,129.59,55.4,115.73,2039.0
Virginia,2021-08-13,2270,16,11122695.0,130.31,55.47,115.91,1982.0
Virginia,2021-08-14,0,0,11158175.0,130.73,55.61,116.25,2176.0
Virginia,2021-08-15,0,0,11158625.0,130.73,55.61,116.26,1580.0
Virginia,2021-08-16,5901,19,11158625.0,130.73,55.79,116.67,2177.0
Virginia,2021-08-17,2244,7,11235045.0,131.63,55.84,116.84,2222.0
Virginia,2021-08-18,2552,7,11271985.0,132.06,55.92,117.03,2116.0
Virginia,2021-08-19,2764,6,11316775.0,132.58,55.99,117.21,2113.0
Virginia,2021-08-20,2792,9,11416195.0,133.75,56.11,117.51,2290.0
Virginia,2021-08-21,0,0,11472885.0,134.41,56.22,117.78,2189.0
Virginia,2021-08-22,0,0,11472885.0,134.41,56.31,118.02,2517.0
Virginia,2021-08-23,7081,28,11472605.0,134.41,56.41,118.27,2282.0
Virginia,2021-08-24,3027,18,11472605.0,134.41,56.48,118.42,2253.0
Virginia,2021-08-25,3454,22,11509185.0,134.84,56.58,118.65,2316.0
Virginia,2021-08-26,3491,14,11596615.0,135.865,56.68,118.765,2219.0
Virginia,2021-08-27,3520,40,11684045.0,136.89,56.78,118.88,1959.0
Virginia,2021-08-28,0,0,11717005.0,137.27,56.89,119.15,1953.0
Virginia,2021-08-29,0,0,11739685.0,137.54,57.04,119.5,2117.0
Virginia,2021-08-30,8296,41,11739685.0,137.54,57.18,119.79,2170.0
Virginia,2021-08-31,3487,32,11823105.0,138.52,57.26,119.97,2218.0
Virginia,2021-09-01,3407,19,11873855.0,139.11,57.36,120.19,2197.0
Virginia,2021-09-02,4255,18,11902455.0,139.45,57.45,120.41,2353.0
Virginia,2021-09-03,4070,20,11948205.0,139.98,57.56,120.68,2568.0
Virginia,2021-09-04,0,0,12019715.0,140.82,57.69,121.0,2653.0
Virginia,2021-09-05,0,0,12008748.333333334,140.69,57.78333333333333,121.21666666666667,2457.0
Virginia,2021-09-06,8743,30,11997781.666666666,140.56,57.876666666666665,121.43333333333334,2349.0
Virginia,2021-09-07,2007,18,11986815.0,140.43,57.97,121.65,2393.0
Virginia,2021-09-08,4479,30,12059355.0,141.28,58.03,121.8,2298.0
Virginia,2021-09-09,3952,33,12127425.0,142.08,58.1,121.96,2214.0
Virginia,2021-09-10,4479,26,12160175.0,142.47,58.25,122.29,2304.0
Virginia,2021-09-11,0,0,12249975.0,143.52,58.36,122.55,2201.0
Virginia,2021-09-12,0,0,12251145.0,143.53,58.47,122.8,2255.0
Virginia,2021-09-13,9252,53,12251145.0,143.53,58.58,123.05,2303.0
Virginia,2021-09-14,3659,29,12325935.0,144.41,58.65,123.2,2217.0
Virginia,2021-09-15,4066,52,12377655.0,145.01,58.74,123.39,2275.0
Virginia,2021-09-16,4181,37,12435035.0,145.69,58.84,123.61,2354.0
Virginia,2021-09-17,4212,35,12464015.0,146.03,58.98,123.9,2295.0
Virginia,2021-09-18,0,0,12557955.0,147.13,59.3,124.55,2863.0
Virginia,2021-09-19,0,0,12557955.0,147.13,59.53,125.02,3170.0
Virginia,2021-09-20,8943,70,12557955.0,147.13,59.68,125.32,3252.0
Virginia,2021-09-21,3335,52,12606295.0,147.69,59.75,125.47,3238.0
Virginia,2021-09-22,3737,45,12622070.0,147.875,59.79,125.555,3082.0
Virginia,2021-09-23,3767,54,12637845.0,148.06,59.83,125.64,2893.0
Virginia,2021-09-24,3058,48,12653555.0,148.25,60.03,126.05,3077.0
Virginia,2021-09-25,-172,0,12677255.0,148.52,60.12,126.26,2448.0
Virginia,2021-09-26,0,0,12677255.0,148.52,60.26,126.57,2218.0
Virginia,2021-09-27,7987,81,12677255.0,148.52,60.32,126.73,2004.0
Virginia,2021-09-28,2641,55,12719695.0,149.02,60.43,127.01,2199.0
Virginia,2021-09-29,3151,49,12731065.0,149.15,60.51,127.27,2447.0
Virginia,2021-09-30,3132,54,12733165.0,149.18,60.58,127.5,2660.0
Virginia,2021-10-01,2552,56,12777015.0,149.69,60.67,127.83,2540.0
Virginia,2021-10-02,0,0,12818065.0,150.17,60.71,127.98,2456.0
Virginia,2021-10-03,0,0,12804535.0,150.01,60.79,128.3,2473.0
Virginia,2021-10-04,7762,102,12804255.0,150.01,60.98,128.98,3223.0
Virginia,2021-10-05,1428,47,12869745.0,150.78,61.04,129.16,3072.0
Virginia,2021-10-06,3919,44,12884195.0,150.95,61.12,129.41,3070.0
Virginia,2021-10-07,2886,32,12931365.0,151.5,61.18,129.64,3060.0
Virginia,2021-10-08,2836,44,13031455.0,152.67,61.29,130.01,3123.0
Virginia,2021-10-09,0,0,13079385.0,153.23,61.38,130.36,3400.0
Virginia,2021-10-10,0,0,13091931.666666666,153.38,61.443333333333335,130.60000000000002,3288.0
Virginia,2021-10-11,0,0,13104478.333333334,153.53,61.50666666666667,130.84,2658.0
Virginia,2021-10-12,7460,144,13117025.0,153.68,61.57,131.08,2751.0
Virginia,2021-10-13,2359,66,13147245.0,154.03,61.64,131.31,2714.0
Virginia,2021-10-14,2603,60,13195905.0,154.6,61.78,131.69,2926.0
Virginia,2021-10-15,2357,46,13241155.0,155.13,61.88,132.07,2932.0
Virginia,2021-10-16,0,0,13310945.0,155.95,61.97,132.39,2901.0
Virginia,2021-10-17,0,0,13308515.0,155.92,62.08,132.83,3189.0
Virginia,2021-10-18,4944,95,13308515.0,155.92,62.15,133.09,3205.0
Virginia,2021-10-19,1617,52,13336115.0,156.24,62.2,133.26,3110.0
Virginia,2021-10-20,1822,47,13351725.0,156.43,62.27,133.51,3140.0
Virginia,2021-10-21,1779,39,13405045.0,157.05,62.35,133.82,3038.0
Virginia,2021-10-22,1655,44,13480695.0,157.94,62.48,134.13,2954.0
Virginia,2021-10-23,0,0,13562305.0,158.89,62.54,134.39,2854.0
Virginia,2021-10-24,0,0,13560765.0,158.87,62.63,134.76,2754.0
Virginia,2021-10-25,3945,77,13560485.0,158.87,62.68,135.03,2779.0
Virginia,2021-10-26,1299,48,13619725.0,159.57,62.73,135.34,2973.0
